County,County No State,Origin,Origin (2014-18 US),Origin (tooltip),State,County % by Origin,County N Imm,Number of Records,Round County N Imm,Round Total Imm Pop,Total Imm Pop,Total US Pop
"Volusia County, Florida",Volusia County,Asia,Asia,Asia,Florida,0.000551699,7707,1,7700,13969600,13969568,329725481
"Volusia County, Florida",Volusia County,Australia,Australia,Australia,Florida,0.001394885,137,1,,98200,98216,329725481
"Volusia County, Florida",Volusia County,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Florida,0.00152995,198,1,,129400,129416,329725481
"Volusia County, Florida",Volusia County,Austria,Austria,Austria,Florida,0.001013722,41,1,,40400,40445,329725481
"Volusia County, Florida",Volusia County,Bahamas,Bahamas,Bahamas,Florida,0.003802716,133,1,,35000,34975,329725481
"Volusia County, Florida",Volusia County,Bangladesh,Bangladesh,Bangladesh,Florida,0.000385212,100,1,,259600,259597,329725481
"Volusia County, Florida",Volusia County,Barbados,Barbados,Barbados,Florida,0.00050129,27,1,,53900,53861,329725481
"Volusia County, Florida",Volusia County,Belarus,Belarus,Belarus,Florida,0.000128309,9,1,,70100,70143,329725481
"Volusia County, Florida",Volusia County,Belgium,Belgium,Belgium,Florida,0.003084216,108,1,,35000,35017,329725481
"Volusia County, Florida",Volusia County,Belize,Belize,Belize,Florida,0.000856766,39,1,,45500,45520,329725481
"Volusia County, Florida",Volusia County,Bolivia,Bolivia,Bolivia,Florida,0.000380672,30,1,,78800,78808,329725481
"Volusia County, Florida",Volusia County,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Florida,0,0,1,,107400,107368,329725481
"Volusia County, Florida",Volusia County,Brazil,Brazil,Brazil,Florida,0.001416921,729,1,,514500,514496,329725481
"Volusia County, Florida",Volusia County,Bulgaria,Bulgaria,Bulgaria,Florida,0.000620105,46,1,,74200,74181,329725481
"Volusia County, Florida",Volusia County,Cabo Verde,Cabo Verde,Cabo Verde,Florida,0,0,1,,42900,42925,329725481
"Volusia County, Florida",Volusia County,Cambodia,Cambodia,Cambodia,Florida,0.000330213,49,1,,148400,148389,329725481
"Volusia County, Florida",Volusia County,Cameroon,Cameroon,Cameroon,Florida,0.000353973,27,1,,76300,76277,329725481
"Volusia County, Florida",Volusia County,Canada,Canada,Canada,Florida,0.003449682,2825,1,2800,818900,818916,329725481
"Volusia County, Florida",Volusia County,Caribbean,Caribbean,Caribbean,Florida,0.001712584,7711,1,7700,4502600,4502553,329725481
"Volusia County, Florida",Volusia County,Central America,Central America,Central America,Florida,0.000447561,6468,1,6500,14451700,14451651,329725481
"Volusia County, Florida",Volusia County,"Central America, excluding Mexico","Central America, excluding Mexico","Central America, excl. Mexico",Florida,0.000564226,2032,1,2000,3601400,3601391,329725481
"Volusia County, Florida",Volusia County,Chile,Chile,Chile,Florida,0.001264513,132,1,,104400,104388,329725481
"Volusia County, Florida",Volusia County,China,China,China,Florida,0.000350569,987,1,,2815400,2815423,329725481
"Volusia County, Florida",Volusia County,"China, excluding Hong Kong and Taiwan","China, excluding Hong Kong and Taiwan","China, excl. Hong Kong and Taiwan",Florida,0.000374081,822,1,,2197400,2197387,329725481
"Volusia County, Florida",Volusia County,"China, excluding Taiwan","China, excluding Taiwan","China, excl. Taiwan",Florida,0.000348296,849,1,,2437600,2437579,329725481
"Volusia County, Florida",Volusia County,Colombia,Colombia,Colombia,Florida,0.002069452,1725,1,1700,833600,833554,329725481
"Volusia County, Florida",Volusia County,Congo,Congo,Congo,Florida,0,0,1,,32100,32128,329725481
"Volusia County, Florida",Volusia County,Costa Rica,Costa Rica,Costa Rica,Florida,0.001574919,150,1,,95200,95243,329725481
"Volusia County, Florida",Volusia County,Croatia,Croatia,Croatia,Florida,0.005981639,230,1,,38500,38451,329725481
"Volusia County, Florida",Volusia County,Cuba,Cuba,Cuba,Florida,0.001778866,2336,1,2300,1313200,1313196,329725481
"Volusia County, Florida",Volusia County,Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (incl. Czech Republic & Slovakia),Florida,0.004555016,301,1,,66100,66081,329725481
"Volusia County, Florida",Volusia County,Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Florida,0,0,1,,55700,55728,329725481
"Volusia County, Florida",Volusia County,Denmark,Denmark,Denmark,Florida,0.001145992,33,1,,28800,28796,329725481
"Volusia County, Florida",Volusia County,Dominica,Dominica,Dominica,Florida,0.003666764,125,1,,34100,34090,329725481
"Volusia County, Florida",Volusia County,Dominican Republic,Dominican Republic,Dominican Republic,Florida,0.000832532,1000,1,1000,1201200,1201155,329725481
"Volusia County, Florida",Volusia County,Eastern Africa,Eastern Africa,Eastern Africa,Florida,0.000380568,276,1,,725200,725232,329725481
"Volusia County, Florida",Volusia County,Eastern Asia,Eastern Asia,Eastern Asia,Florida,0.000532855,2245,1,2200,4213200,4213150,329725481
"Volusia County, Florida",Volusia County,Eastern Europe,Eastern Europe,Eastern Europe,Florida,0.00141464,3123,1,3100,2207600,2207629,329725481
"Volusia County, Florida",Volusia County,Ecuador,Ecuador,Ecuador,Florida,0.001906093,881,1,,462200,462202,329725481
"Volusia County, Florida",Volusia County,Egypt,Egypt,Egypt,Florida,0.00400233,852,1,,212900,212876,329725481
"Volusia County, Florida",Volusia County,El Salvador,El Salvador,El Salvador,Florida,0.000265767,371,1,,1396000,1395958,329725481
"Volusia County, Florida",Volusia County,Eritrea,Eritrea,Eritrea,Florida,0,0,1,,50600,50569,329725481
"Volusia County, Florida",Volusia County,Ethiopia,Ethiopia,Ethiopia,Florida,3.00E-05,8,1,,266400,266439,329725481
"Volusia County, Florida",Volusia County,Europe,Europe,Europe,Florida,0.001929449,9347,1,9300,4844400,4844388,329725481
"Volusia County, Florida",Volusia County,Fiji,Fiji,Fiji,Florida,0.001364404,63,1,,46200,46174,329725481
"Volusia County, Florida",Volusia County,France,France,France,Florida,0.001076514,199,1,,184900,184856,329725481
"Volusia County, Florida",Volusia County,Germany,Germany,Germany,Florida,0.003086851,1679,1,1700,543900,543920,329725481
"Volusia County, Florida",Volusia County,Ghana,Ghana,Ghana,Florida,0,0,1,,188200,188168,329725481
"Volusia County, Florida",Volusia County,Greece,Greece,Greece,Florida,0.001336855,163,1,,121900,121928,329725481
"Volusia County, Florida",Volusia County,Grenada,Grenada,Grenada,Florida,0.002653253,96,1,,36200,36182,329725481
"Volusia County, Florida",Volusia County,Guatemala,Guatemala,Guatemala,Florida,0.000406519,413,1,,1015900,1015942,329725481
"Volusia County, Florida",Volusia County,Guyana,Guyana,Guyana,Florida,0.001374536,386,1,,280800,280822,329725481
"Volusia County, Florida",Volusia County,Haiti,Haiti,Haiti,Florida,0.000843038,574,1,,680900,680871,329725481
"Volusia County, Florida",Volusia County,Honduras,Honduras,Honduras,Florida,0.000502922,344,1,,684000,684003,329725481
"Volusia County, Florida",Volusia County,Hong Kong,Hong Kong,Hong Kong,Florida,0.00011241,27,1,,240200,240192,329725481
"Volusia County, Florida",Volusia County,Hungary,Hungary,Hungary,Florida,0.00852368,559,1,,65600,65582,329725481
"Volusia County, Florida",Volusia County,India,India,India,Florida,0.000484483,1299,1,1300,2681200,2681209,329725481
"Volusia County, Florida",Volusia County,Indonesia,Indonesia,Indonesia,Florida,0.000378029,37,1,,97900,97876,329725481
"Volusia County, Florida",Volusia County,Iran,Iran,Iran,Florida,0.000512932,201,1,,391900,391865,329725481
"Volusia County, Florida",Volusia County,Iraq,Iraq,Iraq,Florida,0.000242439,57,1,,235100,235111,329725481
"Volusia County, Florida",Volusia County,Ireland,Ireland,Ireland,Florida,0.000493831,60,1,,121500,121499,329725481
"Volusia County, Florida",Volusia County,Israel,Israel,Israel,Florida,0.000505126,71,1,,140600,140559,329725481
"Volusia County, Florida",Volusia County,Italy,Italy,Italy,Florida,0.002174224,699,1,,321500,321494,329725481
"Volusia County, Florida",Volusia County,Jamaica,Jamaica,Jamaica,Florida,0.003541786,2784,1,2800,786000,786044,329725481
"Volusia County, Florida",Volusia County,Japan,Japan,Japan,Florida,0.000862443,298,1,,345500,345530,329725481
"Volusia County, Florida",Volusia County,Jordan,Jordan,Jordan,Florida,0.000343978,30,1,,87200,87215,329725481
"Volusia County, Florida",Volusia County,Kazakhstan,Kazakhstan,Kazakhstan,Florida,0,0,1,,33900,33918,329725481
"Volusia County, Florida",Volusia County,Kenya,Kenya,Kenya,Florida,0.000569816,86,1,,150900,150926,329725481
"Volusia County, Florida",Volusia County,Korea,Korea,Korea,Florida,0.000927284,960,1,,1035300,1035281,329725481
"Volusia County, Florida",Volusia County,Kuwait,Kuwait,Kuwait,Florida,0.0002673,9,1,,33700,33670,329725481
"Volusia County, Florida",Volusia County,Laos,Laos,Laos,Florida,0.000151519,27,1,,178200,178195,329725481
"Volusia County, Florida",Volusia County,Latin America,Latin America,Latin America,Florida,0.000943369,21165,1,21200,22435500,22435537,329725481
"Volusia County, Florida",Volusia County,Latvia,Latvia,Latvia,Florida,0.00082358,19,1,,23100,23070,329725481
"Volusia County, Florida",Volusia County,Lebanon,Lebanon,Lebanon,Florida,0.000792333,105,1,,132500,132520,329725481
"Volusia County, Florida",Volusia County,Liberia,Liberia,Liberia,Florida,0.001091818,104,1,,95300,95254,329725481
"Volusia County, Florida",Volusia County,Lithuania,Lithuania,Lithuania,Florida,0.001875843,64,1,,34100,34118,329725481
"Volusia County, Florida",Volusia County,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,Florida,0.001166011,1434,1,1400,1229800,1229834,329725481
"Volusia County, Florida",Volusia County,Macedonia,Macedonia,Macedonia,Florida,0.002306556,64,1,,27700,27747,329725481
"Volusia County, Florida",Volusia County,Malaysia,Malaysia,Malaysia,Florida,0.001564637,127,1,,81200,81169,329725481
"Volusia County, Florida",Volusia County,Mexico,Mexico,Mexico,Florida,0.000408838,4436,1,4400,10850300,10850260,329725481
"Volusia County, Florida",Volusia County,Micronesia,Micronesia,Micronesia,Florida,0,0,1,,30900,30920,329725481
"Volusia County, Florida",Volusia County,Middle Africa,Middle Africa,Middle Africa,Florida,0.002198209,404,1,,183800,183786,329725481
"Volusia County, Florida",Volusia County,Moldova,Moldova,Moldova,Florida,0,0,1,,52100,52107,329725481
"Volusia County, Florida",Volusia County,Morocco,Morocco,Morocco,Florida,0.001736032,153,1,,88100,88132,329725481
"Volusia County, Florida",Volusia County,Myanmar (Burma),Myanmar (Burma),Myanmar (Burma),Florida,0.00045526,71,1,,156000,155955,329725481
"Volusia County, Florida",Volusia County,Nepal,Nepal,Nepal,Florida,0,0,1,,153900,153937,329725481
"Volusia County, Florida",Volusia County,Netherlands,Netherlands,Netherlands,Florida,0.004532908,381,1,,84100,84052,329725481
"Volusia County, Florida",Volusia County,Nicaragua,Nicaragua,Nicaragua,Florida,0.000995414,247,1,,248100,248138,329725481
"Volusia County, Florida",Volusia County,Nigeria,Nigeria,Nigeria,Florida,0.001023624,406,1,,396600,396630,329725481
"Volusia County, Florida",Volusia County,Northern Africa,Northern Africa,Northern Africa,Florida,0.002589055,1057,1,1100,408300,408257,329725481
"Volusia County, Florida",Volusia County,Northern America,Northern America,Northern America,Florida,0.003435177,2845,1,2800,828200,828196,329725481
"Volusia County, Florida",Volusia County,Northern Europe,Northern Europe,Northern Europe,Florida,0.002332345,2227,1,2200,954800,954833,329725481
"Volusia County, Florida",Volusia County,"Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras","Northern Triangle: El Salvador, Guatemala, Honduras",Florida,0.000364353,1128,1,1100,3095900,3095903,329725481
"Volusia County, Florida",Volusia County,Norway,Norway,Norway,Florida,0.001360421,30,1,,22100,22052,329725481
"Volusia County, Florida",Volusia County,Oceania,Oceania,Oceania,Florida,0.000968647,280,1,,289100,289063,329725481
"Volusia County, Florida",Volusia County,Other Middle Africa,Other Middle Africa,Other Middle Africa,Florida,1,10,1,,0,10,329725481
"Volusia County, Florida",Volusia County,Pakistan,Pakistan,Pakistan,Florida,0.00015271,59,1,,386400,386353,329725481
"Volusia County, Florida",Volusia County,Panama,Panama,Panama,Florida,0.004428296,468,1,,105700,105684,329725481
"Volusia County, Florida",Volusia County,Peru,Peru,Peru,Florida,0.002481449,1147,1,1100,462200,462230,329725481
"Volusia County, Florida",Volusia County,Philippines,Philippines,the Philippines,Florida,0.000658408,1308,1,1300,1986600,1986609,329725481
"Volusia County, Florida",Volusia County,Poland,Poland,Poland,Florida,0.000584587,245,1,,419100,419099,329725481
"Volusia County, Florida",Volusia County,Portugal,Portugal,Portugal,Florida,0.000903795,155,1,,171500,171499,329725481
"Volusia County, Florida",Volusia County,Romania,Romania,Romania,Florida,0.00271788,453,1,,166700,166674,329725481
"Volusia County, Florida",Volusia County,Russia,Russia,Russia,Florida,0.001261152,514,1,,407600,407564,329725481
"Volusia County, Florida",Volusia County,Saudi Arabia,Saudi Arabia,Saudi Arabia,Florida,0.000609446,42,1,,68900,68915,329725481
"Volusia County, Florida",Volusia County,Senegal,Senegal,Senegal,Florida,0,0,1,,31600,31620,329725481
"Volusia County, Florida",Volusia County,Serbia,Serbia,Serbia,Florida,0.001405915,57,1,,40500,40543,329725481
"Volusia County, Florida",Volusia County,Sierra Leone,Sierra Leone,Sierra Leone,Florida,0.00095137,43,1,,45200,45198,329725481
"Volusia County, Florida",Volusia County,Singapore,Singapore,Singapore,Florida,0.000895807,32,1,,35700,35722,329725481
"Volusia County, Florida",Volusia County,Somalia,Somalia,Somalia,Florida,0.00088052,88,1,,99900,99941,329725481
"Volusia County, Florida",Volusia County,South Africa,South Africa,South Africa,Florida,0.001988429,221,1,,111100,111143,329725481
"Volusia County, Florida",Volusia County,South America,South America,South America,Florida,0.002006703,6986,1,7000,3481300,3481333,329725481
"Volusia County, Florida",Volusia County,South Central Asia,South Central Asia,South Central Asia,Florida,0.000405872,1714,1,1700,4223000,4223004,329725481
"Volusia County, Florida",Volusia County,South Eastern Asia,South Eastern Asia,South Eastern Asia,Florida,0.00072871,3125,1,3100,4288400,4288398,329725481
"Volusia County, Florida",Volusia County,Southern Africa,Southern Africa,Southern Africa,Florida,0.001907475,221,1,,115900,115860,329725481
"Volusia County, Florida",Volusia County,Southern Europe,Southern Europe,Southern Europe,Florida,0.001932077,1433,1,1400,741700,741689,329725481
"Volusia County, Florida",Volusia County,Spain,Spain,Spain,Florida,0.003175606,382,1,,120300,120292,329725481
"Volusia County, Florida",Volusia County,Sri Lanka,Sri Lanka,Sri Lanka,Florida,0.000382639,21,1,,54900,54882,329725481
"Volusia County, Florida",Volusia County,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,Florida,0,0,1,,23900,23936,329725481
"Volusia County, Florida",Volusia County,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Florida,0.000829766,1717,1,1700,2069300,2069258,329725481
"Volusia County, Florida",Volusia County,Sudan,Sudan,Sudan,Florida,0,0,1,,54800,54762,329725481
"Volusia County, Florida",Volusia County,Sweden,Sweden,Sweden,Florida,0.002211038,105,1,,47500,47489,329725481
"Volusia County, Florida",Volusia County,Switzerland,Switzerland,Switzerland,Florida,0.003539348,132,1,,37300,37295,329725481
"Volusia County, Florida",Volusia County,Syria,Syria,Syria,Florida,0.000245649,26,1,,105800,105842,329725481
"Volusia County, Florida",Volusia County,Taiwan,Taiwan,Taiwan,Florida,0.00036523,138,1,,377800,377844,329725481
"Volusia County, Florida",Volusia County,Thailand,Thailand,Thailand,Florida,0.000742504,190,1,,255900,255891,329725481
"Volusia County, Florida",Volusia County,(All countries),Total immigrants,all countries,Florida,0.000983793,44118,1,44100,44844800,44844808,329725481
"Volusia County, Florida",Volusia County,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Florida,0.001544525,357,1,,231100,231139,329725481
"Volusia County, Florida",Volusia County,Turkey,Turkey,Turkey,Florida,0.000887672,118,1,,132900,132932,329725481
"Volusia County, Florida",Volusia County,Uganda,Uganda,Uganda,Florida,3.04E-05,1,1,,32900,32934,329725481
"Volusia County, Florida",Volusia County,Ukraine,Ukraine,Ukraine,Florida,0.000856815,320,1,,373500,373476,329725481
"Volusia County, Florida",Volusia County,United Kingdom,United Kingdom,the United Kingdom,Florida,0.0027795,1973,1,2000,709800,709840,329725481
"Volusia County, Florida",Volusia County,Uruguay,Uruguay,Uruguay,Florida,0.002503639,129,1,,51500,51525,329725481
"Volusia County, Florida",Volusia County,Uzbekistan,Uzbekistan,Uzbekistan,Florida,0.000273795,19,1,,69400,69395,329725481
"Volusia County, Florida",Volusia County,Venezuela,Venezuela,Venezuela,Florida,0.00309417,1417,1,1400,458000,457958,329725481
"Volusia County, Florida",Volusia County,Vietnam,Vietnam,Vietnam,Florida,0.00095299,1284,1,1300,1347300,1347339,329725481
"Volusia County, Florida",Volusia County,Western Africa,Western Africa,Western Africa,Florida,0.000660679,617,1,,933900,933888,329725481
"Volusia County, Florida",Volusia County,Western Asia,Western Asia,Western Asia,Florida,0.000478072,569,1,,1190200,1190198,329725481
"Volusia County, Florida",Volusia County,Western Europe,Western Europe,Western Europe,Florida,0.002763318,2564,1,2600,927900,927870,329725481
